5.142443930011662, 8.637163145214519e-43
5.3110318237013425, 5.564501345737806e-43
5.425157256997805, 4.705926238368186e-43
5.530370863031934, 3.810965602988772e-43
5.615350278842774, 2.9258418602703045e-43
5.713138166902571, 2.4056699245312174e-43
5.782459698361205, 2.0266365691491327e-43
5.852622356812294, 1.7974373430937495e-43
5.905802475136289, 1.5404216463863455e-43
5.959465817015898, 1.3201566428854679e-43
6.0317762154417975, 1.1121549561701406e-43
6.104964006889334, 9.696101888897545e-44
6.197698810970599, 8.168400189009699e-44
6.291842262814286, 6.881400630104159e-44
6.387415759872393, 5.897428652407943e-44
6.464918776533635, 5.14155592968497e-44
6.563121317198338, 4.3314609220363606e-44
6.6227574165303, 3.8416012668162454e-44
6.703115999358311, 3.2363249554847266e-44
6.814482550950456, 2.6510423167807006e-44
6.976241296723638, 2.1343808070873048e-44
7.129284695799827, 1.7575339554435692e-44
7.229135216252728, 1.4868863408596085e-44
7.397637028195468, 1.200677067531782e-44
7.573238400481504, 1.009228984953173e-44
7.801881149436937, 8.474657360929874e-45
7.937045101037935, 7.372257928898116e-45
8.221323981076125, 6.292198753676234e-45
8.455352287396396, 5.0901056268155776e-45
8.743531196701705, 4.2878406607982336e-45
9.003733383611985, 3.533723387613076e-45
9.271679029835184, 2.961204273672454e-45
9.575638170640662, 2.4322818509684862e-45
9.918606071181474, 1.9582545579424073e-45
10.273857955171238, 1.6528868371050417e-45
10.641833794540677, 1.4068184271606508e-45
11.022989319569634, 1.200715064421526e-45
11.417796583299356, 1.024806498190812e-45
11.82674454616022, 8.722416039406037e-46
12.250987713784063, 7.705850001869059e-46
12.664128093747191, 7.072785205046242e-46
13.051788064927841, 6.60398994840848e-46
13.370442722302757, 6.061447133028693e-46
13.696877217211178, 5.65968494430889e-46
14.201532917813768, 5.284552181325709e-46
14.5482581774956, 4.9342838041251505e-46
14.993593008608148, 4.528913679717468e-46
15.499222338855478, 4.08618424438576e-46
15.877630213653658, 3.8813239825340334e-46
16.31439336961283, 3.6240637632942736e-46
16.913812705968294, 3.381078457026635e-46
17.519609910345984, 3.1192681597242245e-46
18.147104780366043, 2.8697442322068628e-46
18.797074455128705, 2.662285478382954e-46
19.470323908303623, 2.469824275230993e-46
20.16768694507276, 2.2912764239789566e-46
20.89002723478037, 2.179474410120217e-46
21.638239380569242, 2.0616364970183532e-46
22.413250027327713, 1.961039681287557e-46
23.21601900931969, 1.860174494610686e-46
24.047540538919133, 1.754716747089707e-46
24.908844437920905, 1.6737411465406603e-46
25.800997412953347, 1.5876530297088068e-46
26.725104376571778, 1.522827939483352e-46
27.682309815669264, 1.4565959296682047e-46
28.673799208899453, 1.3855218520881213e-46
29.700800494866684, 1.3326484654524188e-46
30.76458559290202, 1.267622360071121e-46
31.86647197830829, 1.2124899485771377e-46
33.00782431402541, 1.1597553985385137e-46
34.19005614073654, 1.1186020492137298e-46
35.4146316275081, 1.1001039055629651e-46
36.68306738513239, 1.075914683041587e-46
37.996934344417674, 1.0551858198093203e-46
39.3578597017529, 1.0377363802281908e-46
40.76752893435577, 1.0319842617858455e-46
42.22768788770073, 1.0406244513308784e-46
43.74014493771142, 1.049336980036649e-46
45.30677323039617, 1.0581224535558282e-46
46.92951300169936, 1.069950944264931e-46
48.610373980442745, 1.075914683041587e-46
50.35143787733183, 1.0849226758375979e-46
52.15486096311079, 1.0940060871918936e-46
54.022876739057686, 1.1124016966005433e-46
55.95779870312866, 1.134254551515103e-46
57.96202321517634, 1.1565367003343332e-46
60.03803246479032, 1.179256576430356e-46
62.18839754543669, 1.1990856647933816e-46
64.41578163870263, 1.226044075553112e-46
66.72294331259063, 1.246659891311119e-46
69.11273993794616, 1.271150215099618e-46
71.5881312272511, 1.3069732997422687e-46
74.1521829001651, 1.340076439016693e-46
76.80807048035405, 1.3664019076722325e-46
79.55908322830905, 1.4010102601637736e-46
82.40862821502601, 1.440493012507985e-46
85.36023454159054, 1.468791139797769e-46
88.41755770989502, 1.5059928161253222e-46
91.58438414990022, 1.5484341479855548e-46
94.8646359090488, 1.5876530297088068e-46
98.26237550963754, 1.6188420789694413e-46
101.78181098016529, 1.6598442592083117e-46
105.42730106688745, 1.7066213754648493e-46
109.20336063203027, 1.7449904439992854e-46
113.1146662453524, 1.7842221440707545e-46
117.16606197597724, 1.834504431820145e-46
121.36256539167042, 1.8809689278569546e-46
125.70937377299036, 1.9339776976407326e-46
130.21187055001056, 1.9995638185374665e-46
134.87563196958402, 2.0559147856135617e-46
139.70643400140605, 2.1138538147764838e-46
144.71025949143078, 2.1855399940034104e-46
149.89330557149896, 2.2533859512552876e-46
155.261991334355, 2.316890039682832e-46
