% Model:              Hemisphere_vessel_78mm_11mm.mph
% Version:            COMSOL 5.4.0.295
% Date:               Jan 4 2021, 16:01
% Dimension:          2
% Nodes:              10092
% Expressions:        2
% Description:        Electric field, r component, Electric field, z component
% Length unit:        m
% r                       z                        es.Er (V/m)              es.Ez (V/m)
5.767355919102517E-4      6.043501411764618E-4     0.8323578086976582       -111.52844447679347
0                         0                        -0.006318786932903488    -109.81244916508405
8.878212633586873E-4      5.052898252901088E-6     1.2485801614902845       -109.80427524344077
0                         8.86363636363637E-4      -0.0017432400241924977   -112.35670296855972
0.0017755272837527258     2.0210933443467884E-5    2.4978771747286195       -109.77720223057857
0.0013389567606127085     7.925399434092357E-4     1.947705221774012        -112.02730648606173
6.568999355798626E-4      0.0013377942278565355    0.9784558815999773       -113.67505989002633
0                         0.001772727272727274     -2.1080915063009797E-4   -114.99699952381525
0.002255001007062694      7.479828086394323E-4     3.2712026018788265       -111.79820372099027
0.00266300351464673       4.547215022735344E-5     3.747141623818646        -109.73230583730822
6.832180486343464E-4      0.002211035609546911     1.0564451204789502       -116.32363282913913
0                         0.002659090909090911     -6.203296951904728E-5    -117.73992188754268
0.003110396345830591      7.86435047334871E-4      4.513445099175217        -111.768458669611
0.0035501351775716044     8.083329359220727E-5     4.9954716615034505       -109.66906783006463
7.005196109101734E-4      0.0030923132205657776    1.1256490393131127       -119.10089281728567
0                         0.0035454545454545482    1.0085386617220138E-4    -120.5904808641107
0.003973140331082945      8.325036279109077E-4     5.766296786542379        -111.71407944630693
0.0044368073364649315     1.262897977816203E-4     6.2425456369083685       -109.58780082561759
7.022033698222491E-4      0.003977256197672468     1.1731523132621742       -122.00025897343606
0                         0.004431818181818185     5.267360110868443E-5     -123.55442722948816
0.004843553815197913      8.830420075377515E-4     7.028676693157618        -111.62457827023941
0.0053229049723922004     1.8183577946031775E-4    7.488123355394532        -109.4885281602623
7.096057042232947E-4      0.004866096872804942     1.2333833575743636       -125.02873880461034
0                         0.005318181818181822     -4.81416498132603E-6     -126.63779973120666
0.005715546183608131      9.418251853911581E-4     8.292064862969903        -111.5116657165356
0.006208313058443858      2.4746403513030456E-4    8.731928271512778        -109.37125176783393
7.151674090090046E-4      0.005756425527650276     1.2939939959595772       -128.18578913983407
0                         0.006204545454545459     -6.237324640778752E-5    -129.8469459735131
0.006589382688252178      0.001010852022899322     9.557216596671482        -111.38062177123196
0.007092916634604007      3.23166042799107E-4      9.9736615178276          -109.23596109096205
7.180967223480856E-4      0.006645319498003701     1.3531288023709276       -131.46774224527243
0                         0.007090909090909096     -1.0113008693224401E-4   -133.18867099308068
0.007463931782125299      0.0010903621965964508    10.822500471256719       -111.2322177095378
0.007976600882387835      4.0893196789278894E-4    11.213034645762145       -109.08267434336311
7.192554581920662E-4      0.007533089736650448     1.4121193727320172       -134.88220741965156
0                         0.007977272727272732     -1.2798182084831447E-4   -136.67023912964478
0.008338239561564013      0.0011803051311156647    12.086467406401006       -111.06652709001189
0.008859251199044679      5.04750673397886E-4      12.449756445450513       -108.91141713325953
7.195527855673722E-4      0.00842014284404511      1.4726308122430964       -138.4378006176204
0                         0.008863636363636369     -1.4791252651017808E-4   -140.29939915936066
0.00921193703191805       0.0012804510191582168    13.348397215872758       -110.88297046794837
0.009740753271126272      6.106097342081212E-4     13.683533701519247       -108.72221661938364
7.195612386253014E-4      0.009306813615937961     1.5359048511459719       -142.14357591635664
0                         0.009750000000000003     -1.6244971000863492E-4   -144.08441964086896
0.01008469478791849       0.0013905343510413899    14.607563319127665       -110.68091405964377
0.010620993147220682      7.264954556434573E-4     14.914073434867271       -108.51510221592166
7.195608944450081E-4      0.010193181057201786     1.6027200131564427       -146.00820775536747
0                         0.01063636363636364      -1.7371790143746088E-4   -148.03412934441363
0.010956163983110575      0.0015103821136590243    15.863231175398276       -110.460060625923
0.011499857258073846      8.523928884121106E-4     16.141081865588546       -108.29010451519967
7.1956082560895E-4        0.01107954545454546      1.6733643950373864       -150.042041358673
0                         0.011522727272727275     -1.8592805273935178E-4   -152.1579656761236
0.011826120210738119      0.0016399768969010185    17.114922658422866       -110.22052028252672
0.012377231155010915      9.88285638252234E-4      17.36426142393347        -108.04725498273085
7.195608256089504E-4      0.011965909090909096     1.748104116881829        -154.25483948102047
0                         0.012409090909090911     -1.991290770699076E-4    -156.46602403761722
0.01269449102783021       0.001779449907752203     18.362479888485897       -109.96272507206011
0.01325300130748887       0.0011341561137607865    18.58331327764811        -107.78658630399791
7.195608256089508E-4      0.012852272727272731     1.8272278279017276       -158.65704006177376
0                         0.013295454545454546     -2.1343565860358163E-4   -160.96911252760765
0.013561243273425866      0.0019289253465858338    19.605818232820425       -109.68704247353735
0.014127054711631956      0.0012899854961911951    19.79793806185025        -107.50813437311255
7.195608256089507E-4      0.013738636363636368     1.9110486229479495       -163.25981853644387
0                         0.014181818181818183     -2.289540764195408E-4    -165.6788113377257
0.014426306647199095      0.002088411169968273     20.84472799359928        -109.39353584818004
0.01499927831987217       0.0014557536461229986    21.007835982745068       -107.21193927708528
7.195608256089506E-4      0.014624999999999999     1.9999059675412052       -168.0751531289744
0                         0.015068181818181817     -2.458023870985926E-4    -170.6075377794641
0.015289560439516667      0.00225782033806169      22.07885125034097        -109.08205493780231
0.015869559116165433      0.0016314391031326916    22.212706970670126       -106.8980449463071
7.195608256089498E-4      0.015511363636363636     2.094168244632821        -173.11589285202035
0                         0.015954545454545454     -2.641121961914905E-4    -175.76861762042518
0.016150827577698423      0.0024369819496290654    23.307667263092952       -108.75229472943433
